x,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50
-19.0,0.022463175079839998,0.9775367860611601,97.02490341488401,35.86458398380209,97.02490341488401,0.022463175079839998,0.9943523964528399,0.07805684432090251,3.9101471442446405,8.109207342889,361.0,3025.0,1849.0,361.0,156.25,130321.0,130321.0,521284.0,137641.0,65536.0,47045881.0,47045881.0,47045881.0,188183524.0,423207184.0,24137569.0,85766121.0,47306884.0,42224004.0,57395776.0,361.0,19.000000492201,365.99998202787594,0.6850204134721601,81.0,9025.0,361.0,1.2963687430076098,130212.81632101689,705618.98412769,1449.7010560036,1481.8149819224998,8.669721024721,7.061649290304399e-05,167.55850102472098,27.531260856575997,27.531260856575997,0.0054896452097796,0.022463175079839998,0.6977503139102499
-18.9,0.002542447364299969,0.9974576179839999,98.99408247892899,35.984737617983996,98.99408247892899,0.002542447364299969,0.9993640011558026,0.6440914141153636,3.9898304719359996,0.9081876529254399,357.2099999999999,2992.09,1831.8399999999997,357.2099999999999,155.00249999999997,127598.98409999999,127598.98409999999,510395.93639999995,134843.18409999998,63912.8961,45579633.110361,45579633.110361,45579633.110361,182318532.441444,410014184.923249,23298085.122481003,83344647.99024099,45835188.288561,40883990.495481,55661880.354721,357.2099999999999,18.899999792569005,362.20998219422506,0.8968749881738257,79.21000000000001,8930.25,357.2099999999999,1.10071719131049,127562.9655857764,695908.3929423376,1430.7465115440998,1466.8411296070442,8.638673262244,7.0735315964041e-05,167.42191326224398,27.475911612009,27.475911612009,0.000633995839167076,0.002542447364299969,0.706916053089
-18.8,0.0024537796302096,0.9975463070017601,100.99317381529599,35.985265507983996,100.99317381529599,0.0024537796302096,0.9993861742244416,0.99988280343396,3.9901852280070402,0.8672639246524037,353.44000000000005,2959.3599999999997,1814.7600000000002,353.44000000000005,153.76000000000002,124919.8336,124919.8336,499679.3344,132088.6336,62320.12959999999,44151665.987583995,44151665.987583995,44151665.987583995,176606663.95033598,397165678.728256,22483074.023423996,80980417.183744,44401859.094784,39579600.077824,53971826.28870399,353.44000000000005,18.799998458712246,358.44001063014395,1.0963802958912399,77.44000000000001,8836.0,353.44000000000005,0.9010503126268901,124954.8478196209,686314.8218574399,1411.8981350042889,1451.563061179456,8.607516896449,7.0854457765081e-05,167.28465689644898,27.420324819364,27.420324819364,0.0006119396514073959,0.0024537796302096,0.70695657941041
-18.7,0.0222007079609604,0.9777993245317695,103.002180702001,35.86617100810384,103.002180702001,0.0222007079609604,0.9944186895655936,0.6834314680767396,3.9111972190200897,7.763366269011239,349.69,2926.81,1797.76,349.69,152.52249999999998,122283.0961,122283.0961,489132.3844,129376.8961,60757.320100000004,42761175.875209,42761175.875209,42761175.875209,171044703.500836,384654471.01210004,21691961.596369,78672340.886049,43006091.75740901,38310071.177169,52324723.01788899,349.69,18.700002922499998,354.69002490265603,1.2696744088828897,75.68999999999998,8742.25,349.69,0.7053283701468901,122387.325921,676837.26448144,1393.19295025,1435.9868397698888,8.57624989005225,7.097388516000001e-05,167.146706961529,27.36449823121569,27.36449823121569,0.005426959490409999,0.0222007079609604,0.697872225033001
-18.6,0.06099598873379561,0.9390040240928399,105.000476156676,35.62922721789729,105.000476156676,0.06099598873379561,0.9845111451826225,0.14091112038968998,3.7560160963713596,21.102171564099997,345.96000000000004,2894.4399999999996,1780.8400000000001,345.96000000000004,151.29000000000002,119688.32159999998,119688.32159999998,478753.2863999999,126707.52159999998,59224.08960000001,41407371.740736,41407371.740736,41407371.740736,165629486.962944,372473324.986624,20924183.895616002,76419346.97785601,41647094.343936004,37074654.498816,50719693.394176,345.96000000000004,18.600002323983997,350.960020841329,1.40654310489729,73.96,8649.0,345.96000000000004,0.52135403635225,119859.26607658091,667474.2450615409,1374.6675937800999,1420.1222939401002,8.54487315508225,7.109361548020901e-05,167.00810315508227,27.30842752741156,27.30842752741156,0.0143188697957904,0.06099598873379561,0.67952423542276
-18.5,0.11729298192519691,0.88270703772001,106.96691323536099,35.277957225624995,106.96691323536099,0.11729298192519691,0.9697624991310401,0.03333162233025,3.53082815088004,40.14351729823744,342.25,2862.25,1764.0,342.25,150.0625,117135.0625,117135.0625,468540.25,124080.0625,57720.0625,40089475.140625,40089475.140625,40089475.140625,160357900.5625,360615352.515625,20179187.015625,74220378.765625,40324087.515625,35872612.890625,49155873.765625,342.25,18.50000057187129,347.24999427602495,1.50108490023129,72.25,8556.25,342.25,0.35646189616248997,117369.6005007009,658224.7274102501,1356.3575631376002,1403.9829144576001,8.51338527422436,7.1213649237124e-05,166.86878177290004,27.252116766736,27.252116766736,0.0258838319933209,0.11729298192519691,0.6516974463728401
-18.4,0.1888472867772969,0.81115276985604,108.880167608356,34.817552409600005,108.880167608356,0.1888472867772969,0.9503200444609601,0.44670990180495995,3.24461107942416,63.93613434085476,338.55999999999995,2830.2400000000002,1747.2399999999998,338.55999999999995,148.83999999999997,114622.8736,114622.8736,458491.4944,121494.0736,56244.8656,38806720.086016,38806720.086016,38806720.086016,155226880.344064,349073620.6541439,19456426.971136004,72074394.83289601,39036304.39321601,34703221.211136006,47632413.837376,338.55999999999995,18.399998988483997,343.56001517838394,1.5518143320985598,70.56,8464.0,338.55999999999995,0.21722549547919362,114917.31848948491,649087.0043556095,1338.2952562675239,1387.5863401024,8.48178659979049,7.133400383491599e-05,166.72880834720098,27.195557484095996,27.195557484095996,0.0382959968225769,0.1888472867772969,0.6142243583666089
-18.3,0.27280627363396004,0.7271937506230336,110.71896564686402,34.254758648292245,110.71896564686402,0.27280627363396004,0.92637833771025,0.9067169484682597,2.9087749342716096,91.36010482950401,334.89000000000004,2798.41,1730.5600000000002,334.89000000000004,147.6225,112151.3121,112151.3121,448605.2484,118949.11209999998,54798.1281,37558352.909169,37558352.909169,37558352.909169,150233411.636676,337841309.81159997,18755369.578009002,69980368.89232899,37782990.423369005,33565766.198409,46148476.533289,334.89000000000004,18.3000006225,339.89000444323597,1.5612559977052902,68.89000000000001,8372.25,334.89000000000004,0.10919586087712088,112501.42440778241,640059.5693860729,1320.511583256336,1370.9528159044003,8.450074005181209,7.145464601722501e-05,166.58809342380098,27.138744384196002,27.138744384196002,0.049595753217081595,0.27280627363396004,0.5671547901702401
-18.2,0.3658227159558399,0.6341772246210025,112.46248295788898,33.59770114498576,112.46248295788898,0.3658227159558399,0.8981762311065601,0.961296066112985,2.53670889848401,121.17511731384899,331.23999999999995,2766.76,1713.9599999999998,331.23999999999995,146.41,109719.9376,109719.9376,438879.7504,116444.73760000001,53379.4816,36343632.130624,36343632.130624,36343632.130624,145374528.522496,326911820.9742091,18075490.334784,67937289.63846399,36563403.245824,32459546.339584004,44703237.858303994,331.23999999999995,18.19999913362849,336.23995790140896,1.53514602790201,67.24,8281.0,331.23999999999995,0.0366797763361225,110120.98456083242,631140.7289141957,1303.0355706370558,1354.1057569269758,8.41824672066225,7.157561009616901e-05,166.446689622084,27.08168573364489,27.08168573364489,0.0579991129830025,0.3658227159558399,0.51095347906201
-18.1,0.46418842593906257,0.5358115121527609,114.09045808528225,32.85572426327569,114.09045808528225,0.46418842593906257,0.8659957008032101,0.5983209224356849,2.1432459314924097,152.07278563662024,327.61000000000007,2735.2899999999995,1697.4400000000003,327.61000000000007,145.20250000000001,107328.31210000001,107328.31210000001,429313.24840000004,113980.5121,51988.560099999995,35161828.327081,35161828.327081,35161828.327081,140647313.308324,316278587.7137291,17416274.304961,65944160.601201,35376812.561281,31383871.741161004,43295886.761521004,327.61000000000007,18.09999849192649,332.60998080960394,1.48139399590009,65.61,8190.25,327.61000000000007,0.0025682323179529,107775.19078734239,622328.4988840001,1285.892552110336,1337.0719172080362,8.386306311744,7.169686276e-05,166.304546311744,27.024371059008995,27.024371059008995,0.0621793822410436,0.46418842593906257,0.44669479691529
-18.0,0.5639818196230729,0.43601814429888996,115.58372147416901,32.039188540489,115.58372147416901,0.5639818196230729,0.8301583324650625,0.1632687020136484,1.7440725771955599,182.730132808441,324.0,2704.0,1681.0,324.0,144.0,104976.0,104976.0,419904.0,111556.0,50625.0,34012224.0,34012224.0,34012224.0,136048896.0,305935081.0,16777216.0,64000000.0,34222500.0,30338064.0,41925625.0,324.0,17.999998412240252,328.999994659449,1.4089818196291601,64.0,8100.0,324.0,0.0082211468238916,105463.19901096042,613621.0229289156,1269.105570242064,1319.8805256256,8.35424914223524,7.181843837977598e-05,166.16166451764101,26.966802403848998,26.966802403848998,0.06147657921698411,0.5639818196230729,0.376219076689
-17.9,0.6612245343329796,0.3387754973171776,116.92436430664901,31.159215217935998,116.92436430664901,0.6612245343329796,0.7910220429936401,0.0010526762729707291,1.35510203583225,211.862929582144,320.40999999999997,2672.8900000000003,1664.6399999999999,320.40999999999997,142.80249999999998,102662.56810000002,102662.56810000002,410650.2724000001,109170.76810000002,49288.44009999999,32894113.444920998,32894113.444920998,32894113.444920998,131576453.77968399,295875020.236324,16157819.263041,62103840.598801,33099758.991120994,29321456.075041,40591667.003281,320.40999999999997,17.900001182424493,325.409994687376,1.3269487149427601,62.410000000000004,8010.25,320.40999999999997,0.0534131494351225,103184.3056714596,605016.3042446437,1252.6941792963999,1302.5618690044842,8.32207507872049,7.194032055169599e-05,166.018096809601,26.908973512996,26.908973512996,0.05600166535382411,0.6612245343329796,0.30220608542790767
-17.8,0.7520395863086657,0.2479603970366884,118.09607930880402,30.227523476709692,118.09607930880402,0.7520395863086657,0.74897808539904,0.19777301441356837,0.9918415682285048,238.276239567601,316.84000000000003,2641.96,1648.3600000000001,316.84000000000003,141.61,100387.58559999999,100387.58559999999,401550.34239999996,106824.38559999998,47978.5216,31806802.621504005,31806802.621504005,31806802.621504005,127227210.48601602,286092056.033536,15557597.153344,60254729.561664,32007894.632703997,28333392.159744002,39293239.738624,316.84000000000003,17.79999981482116,321.84001201000007,1.2435876244387598,60.839999999999996,7921.0,316.84000000000003,0.13634259374616037,100937.86493184,596512.2267513616,1236.6754779616092,1285.1493670403997,8.28978457824196,7.2062509793296e-05,165.873741123204,26.850882313585693,26.850882313585693,0.046619006535922505,0.7520395863086657,0.2281313148452836
-17.7,0.8328067462996516,0.16719328100256253,119.08444590672401,29.25611915833476,119.08444590672401,0.8328067462996516,0.7044463623277809,0.5834745221334017,0.6687731240102501,260.91004034409997,313.28999999999996,2611.21,1632.1599999999999,313.28999999999996,140.42249999999999,98150.62410000002,98150.62410000002,392602.49640000006,104516.42410000002,46694.888100000004,30749609.024289,30749609.024289,30749609.024289,122998436.097156,276580182.49,14976071.831449,58451728.30912899,30946223.562489,27373227.555249,38029582.576969,313.28999999999996,17.69999837105956,318.2899699064889,1.1659155623104898,59.290000000000006,7832.25,313.28999999999996,0.25370331388609,98723.26127865641,588106.62153721,1221.0628685641002,1267.6765749669162,8.257374085086091,7.218500662297599e-05,165.72867580922497,26.7925288225,26.7925288225,0.0348099246426724,0.8328067462996516,0.15808067076096
-17.6,0.90030588518025,0.0996941093491876,119.877206834025,28.257134273535996,119.877206834025,0.90030588518025,0.6578719033145809,0.905116293376,0.39877646265625,278.87874431356903,309.76000000000005,2580.64,1616.0400000000002,309.76000000000005,139.24,95951.2576,95951.2576,383805.0304,102246.4576,45437.1856,29721861.554176,29721861.554176,29721861.554176,118887446.216704,267333225.707584,14412774.445056,56693912.375296004,29914073.829376,26440328.544255994,36799947.159616,309.76000000000005,17.59999922236609,314.759970658576,1.0994331956899601,57.76,7744.0,309.76000000000005,0.4008165596505625,96539.97703996889,579797.42200249,1205.8659063364,1250.179112368384,8.224844674201,7.2307845573604e-05,165.582824674201,26.733904794256002,26.733904794256002,0.022438799673139602,0.90030588518025,0.09642486889413159
-17.5,0.951846091876,0.048153900433600905,120.464366091876,27.242553913599995,120.464366091876,0.951846091876,0.60972000720849,0.9969469338672899,0.19261560173440362,291.502899783936,306.25,2550.25,1600.0,306.25,138.0625,93789.0625,93789.0625,375156.25,100014.0625,44205.0625,28722900.390625,28722900.390625,28722900.390625,114891601.5625,258345347.265625,13867245.015625,54980371.265625,28910784.765625,25534072.265625,35603597.265625,306.25,17.49999889,311.25000831384097,1.0481252836440103,56.25,7656.25,306.25,0.571817372462045,94387.58158438439,571582.2681363601,1191.0911205473442,1232.6924384784002,8.192194564401001,7.243095916704399e-05,165.436214564401,26.675014425796004,26.675014425796004,0.011458774395292224,0.951846091876,0.047385910257302495
-17.4,0.9853726844083599,0.01462735438096,120.83857387560002,26.22406233019225,120.83857387560002,0.9853726844083599,0.5604717316915601,0.8456960704210225,0.05850941752384,298.331449131076,302.75999999999993,2520.0400000000004,1584.0399999999997,302.75999999999993,136.89,91663.6176,91663.6176,366654.4704,97818.8176,42998.16960000001,27752076.864576004,27752076.864576004,27752076.864576004,111008307.45830402,249610676.061184,13339032.325696,53310208.315456,27935706.859776,24653846.589696,34439808.679936,302.75999999999993,17.400002311561003,307.75997166192093,1.01462669745424,54.760000000000005,7569.0,302.75999999999993,0.7598884359696401,92265.6784570756,563458.9683721217,1176.7417754688997,1215.2526475046761,8.1594208609,7.2554398944769e-05,165.2888208609,26.615848493025005,26.615848493025005,0.0036033487784100002,0.9853726844083599,0.014556172755571225
-17.3,0.9995489708682916,0.00045108696526086403,120.995028051076,25.212841095120996,120.995028051076,0.9995489708682916,0.5106193742708496,0.55319887054756,0.0018043477760882254,299.154971433409,299.29,2490.0099999999998,1568.16,299.29,135.7225,89574.5041,89574.5041,358298.0164,95660.30410000001,41816.1601,26808753.332088996,26808753.332088996,26808753.332088996,107235013.32835598,241123473.47880098,12827693.806929002,51682540.54924899,26988201.630289,23799049.994328998,33307869.062208995,299.29,17.300001092929,304.28999608809994,1.00045105085025,53.29,7482.25,299.29,0.9575320183209225,90173.9399608576,555425.4948211876,1162.817706612769,1197.8950167843998,8.126528119283561,7.267816547220099e-05,165.140644698436,26.556415345288887,26.556415345288887,0.00011272085887206401,0.9995489708682916,0.00045101913105852096
-17.2,0.99380980938001,0.006190259155240001,120.93180961,24.219410227684,120.93180961,0.99380980938001,0.46066091984640356,0.25581748500304097,0.024761036620960002,294.0086350224,295.84,2460.1600000000003,1552.36,295.84,134.56,87521.30559999999,87521.30559999999,350085.22239999997,93538.10559999998,40658.6896,25892303.048704002,25892303.048704002,25892303.048704002,103569212.19481601,232878098.998336,12332795.428864,50096498.540543996,26067641.499904003,22969091.441664003,32207077.816383995,295.84,17.200000243316886,300.84000566760005,1.00619035057216,51.84,7396.0,295.84,1.15686846431524,88112.14520161001,547479.6826096899,1149.3150924025,1180.6549556356001,8.09350949420836,7.280225078335225e-05,164.99171290810003,26.49669756853249,26.49669756853249,0.001537984697253904,0.99380980938001,0.0061774962687025006
-17.1,0.968383924225,0.0316160653742649,120.64968392422499,23.253524111604644,120.64968392422499,0.968383924225,0.41109550658929,0.05737531074847361,0.1264642686094225,283.1650928001,292.41,2430.49,1536.6400000000003,292.41,133.4025,85503.60810000001,85503.60810000001,342014.43240000005,91451.80810000001,39525.4161,25002110.044521004,25002110.044521004,25002110.044521004,100008440.17808402,224869009.070689,11853911.588401001,48551226.272641,25173409.670721,22163390.255601004,31136745.960961,292.41,17.100003096225,297.409995045241,1.031607893761,50.41,7310.25,292.41,1.349951191876,86080.0803111649,539619.23590884,1136.2269718571558,1163.566802099025,8.06036616134656,7.2926629804681e-05,164.841949568241,26.436704575564963,26.436704575564963,0.007654122147865599,0.968383924225,0.031284273914432094
-17.0,0.9242850953224009,0.07571486918322248,120.152224191609,22.324084676569,120.152224191609,0.9242850953224009,0.36241832774161004,0.0007033645018404,0.30285947673288993,267.118425562564,289.0,2401.0,1521.0,289.0,132.25,83521.0,83521.0,334084.0,89401.0,38416.0,24137569.0,24137569.0,24137569.0,96550276.0,217090756.0,11390625.0,47045881.0,24304900.0,21381376.0,30096196.0,289.0,16.999998964130253,294.00006174489994,1.0756021302337602,49.0,7225.0,289.0,1.5290826120966399,84077.61348996001,531842.2444075226,1123.5436065672043,1146.6634882564001,8.027097603296891,7.3051362846081e-05,164.691381569796,26.37642623260225,26.37642623260225,0.0174955327876624,0.9242850953224009,0.0738231396931396
-16.9,0.8632714073759999,0.13672856610342762,119.445751407376,21.439048373824004,119.445751407376,0.8632714073759999,0.31511588827138565,0.07370192250176039,0.5469142348322501,246.55895922241604,285.60999999999996,2371.69,1505.4399999999998,285.60999999999996,131.1025,81573.0721,81573.0721,326292.2884,87385.2721,37330.104100000004,23298085.122481003,23298085.122481003,23298085.122481003,93192340.48992401,209537986.832329,10942526.586601,45579633.110361,23461516.876681,20622488.357600998,29084761.794841006,285.60999999999996,16.900000343520997,290.60999406036905,1.13604155175625,47.61000000000001,7140.25,285.60999999999996,1.6871212069992902,82104.66729037442,524146.7508080399,1111.2514266518442,1129.976023693456,7.993702758207689,7.317639066240002e-05,164.539958799969,26.315858620302254,26.315858620302254,0.0295084680324841,0.8632714073759999,0.13060951186438438
-16.8,0.7877752504943616,0.2122247540708164,118.53911517948902,20.605438772497962,118.53911517948902,0.7877752504943616,0.26966071240459555,0.2326643587266436,0.8488989978561224,222.34167858787598,282.24,2342.56,1489.96,282.24,129.96,79659.4176,79659.4176,318637.6704,85404.2176,36267.393599999996,22483074.023423996,22483074.023423996,22483074.023423996,89932296.09369598,202205442.25081602,10509215.371264,44151665.987583995,22642675.098624,19886177.009664,28101788.436544,282.24,16.799997488399995,287.23999180033604,1.20954200334724,46.239999999999995,7056.0,282.24,1.8177661979193602,80161.21523155361,516530.69618048996,1099.334659438656,1113.5342085156003,7.960179461640999,7.3301747982736e-05,164.387759461641,26.255007073296,26.255007073296,0.041796351455233596,0.7877752504943616,0.1976300904827236
-16.7,0.7008063095930626,0.29919368419599995,117.443646728164,19.829333684195998,117.443646728164,0.7008063095930626,0.2265070138119009,0.426614066649,1.1967747367839998,195.447893351824,278.89,2313.61,1474.56,278.89,128.8225,77779.63209999999,77779.63209999999,311118.52839999995,83457.43209999999,35227.5361,21691961.596369,21691961.596369,21691961.596369,86767846.385476,195087955.47732097,10090298.369529001,42761175.875209,21847799.750568997,19171901.516329,27146632.119049005,278.89,16.699997152969,283.889980431225,1.2912581412931603,44.89,6972.25,278.89,1.9158094899072902,78247.27285257961,508992.352969,1087.7747248449002,1097.3654660210489,7.9265261480356894,7.3427435378361e-05,164.234707837281,26.193862584036005,26.193862584036005,0.0524192060448081,0.7008063095930626,0.27051992529408997
-16.6,0.60583199157441,0.39416807292336364,116.172871835904,19.115887997584,116.172871835904,0.60583199157441,0.1860859780883856,0.6137505784795225,1.5766722414672099,166.943067216025,275.56000000000006,2284.8399999999997,1459.2400000000002,275.56000000000006,127.69000000000001,75933.3136,75933.3136,303733.2544,81544.5136,34210.2016,20924183.895616002,20924183.895616002,20924183.895616002,83696735.58246401,188180451.18054402,9685390.482495999,41407371.740736,21076326.082815997,18479131.197696,26218660.013056003,275.56000000000006,16.600001976099996,280.56002100547596,1.3748036194080397,43.559999999999995,6889.0,275.56000000000006,1.9773424736360101,76362.8836807225,501529.96006884007,1076.5502371806251,1081.4946523993958,7.892743530767291,7.355341911624101e-05,164.08077959760402,26.13241722255376,26.13241722255376,0.0596998952007844,0.60583199157441,0.34502506196795557
